vx,vy,omega,timestamp
-0.00512462672167988,0.013180599415937898,0.9999,2025-11-23T14:08:45.937236
0.021964955691848337,-0.010837468406185706,0.9997,2025-11-23T14:08:45.939265
-0.03035864255849141,-0.008837580098966232,0.9995,2025-11-23T14:08:45.940639
0.01942248709413184,0.031973066713694355,0.9993,2025-11-23T14:08:45.942498
0.008249749052317241,-0.04160687011268469,0.9991,2025-11-23T14:08:45.944400
-0.03779452584900823,0.027755428583407397,0.9989,2025-11-23T14:08:45.945863
0.050675518889182106,0.005504705742551848,0.9987,2025-11-23T14:08:45.947256
-0.03614212970796704,-0.041127806410898915,0.9985,2025-11-23T14:08:45.949182
-0.0012043563574208448,0.05827228780273183,0.9983,2025-11-23T14:08:45.951065
0.04255014251766053,-0.04456316159931658,0.9981,2025-11-23T14:08:45.952462
-0.06462859629207911,0.004328341635712509,0.9979,2025-11-23T14:08:45.953779
0.05292996902554352,0.04234534660331571,0.9977,2025-11-23T14:08:45.955059
-0.010868312745639559,-0.06982571000758146,0.9975,2025-11-23T14:08:45.956793
-0.0406865735924347,0.06113356467037946,0.9973,2025-11-23T14:08:45.958590
0.0738858724445009,-0.018233701026258195,0.9971,2025-11-23T14:08:45.959906
-0.06905934595387504,-0.03769876306224098,0.9969,2025-11-23T14:08:45.961182
0.02626410984359748,0.076806943267672,0.9967,2025-11-23T14:08:45.962891
0.03348517057463148,-0.07659303722655036,0.9965,2025-11-23T14:08:45.964607
-0.07857818440057808,0.03481061528196275,0.9963,2025-11-23T14:08:45.965949
0.0836236748071334,0.02814020276669722,0.9961,2025-11-23T14:08:45.967245
-0.04373086569777487,-0.07918839173340472,0.9959,2025-11-23T14:08:45.968969
-0.021756126769110058,0.09004543824095897,0.9957,2025-11-23T14:08:45.970723
0.07863046094665505,-0.05288667706820362,0.9955,2025-11-23T14:08:45.972037
-0.0957589693582673,-0.014426703970155469,0.9953,2025-11-23T14:08:45.973314
0.062142970810898084,0.07690410378384173,0.9951,2025-11-23T14:08:45.975002
0.006249133454862204,-0.10067243083914935,0.9949,2025-11-23T14:08:45.976726
-0.07401751304795944,0.0713674839278722,0.9947,2025-11-23T14:08:45.978052
0.1047024085105609,-0.0026750050630837286,0.9945,2025-11-23T14:08:45.979419
-0.08043094494385494,-0.0699883782883891,0.9943,2025-11-23T14:08:45.980781
0.01223943870887401,0.1077747008350835,0.9941,2025-11-23T14:08:45.982601
0.06484446810428904,-0.08920753867399228,0.9939,2025-11-23T14:08:45.983938
-0.10982501250393319,0.02233330760346224,0.9937,2025-11-23T14:08:45.985238
0.0975755509758787,0.05862390171042524,0.9935,2025-11-23T14:08:45.986513
-0.032841561353449025,-0.11079955707433005,0.9933,2025-11-23T14:08:45.988209
-0.05137518313764131,0.10541812252916406,0.9931,2025-11-23T14:08:45.989973
0.11065556821807203,-0.04364556360428403,0.9929,2025-11-23T14:08:45.991400
-0.11262406281447258,-0.04315704432837914,0.9927,2025-11-23T14:08:45.992715
0.05462384894220683,0.10936171691565048,0.9925,2025-11-23T14:08:45.994449
0.034038128005583625,-0.11908868897538333,0.9923,2025-11-23T14:08:45.996202
-0.1068984312551499,0.06565299227901211,0.9921,2025-11-23T14:08:45.997563
0.12471466285851471,0.02409653228344295,0.9919,2025-11-23T14:08:45.998985
-0.07660856061046652,-0.1032581156190274,0.9917,2025-11-23T14:08:46.000699
-0.013419233775758306,0.12941280525848844,0.9915,2025-11-23T14:08:46.002418
0.09844526658610153,-0.0873661232217127,0.9913,2025-11-23T14:08:46.003783
-0.13310287038897262,-0.002101402916243597,0.9911,2025-11-23T14:08:46.005188
0.09780230044685971,0.09247648364477412,0.9909,2025-11-23T14:08:46.006483
-0.009754376534159464,-0.1357142665250407,0.9907,2025-11-23T14:08:46.008226
-0.0853803737012269,0.10779583380928387,0.9905,2025-11-23T14:08:46.009573
0.1371867110160564,-0.022038972766377066,0.9903,2025-11-23T14:08:46.010894
-0.117228662275734,-0.07719734931357387,0.9901,2025-11-23T14:08:46.012168
0.03463764543028369,0.13747080969808081,0.9899,2025-11-23T14:08:46.013889
0.0679793215545979,-0.12598699076085806,0.9897,2025-11-23T14:08:46.015771
-0.13652855229410707,0.04743104899193337,0.9895,2025-11-23T14:08:46.017138
0.13396233811422248,0.057789289379354965,0.9893,2025-11-23T14:08:46.018616
-0.060296289579409905,-0.13433371677637745,0.9891,2025-11-23T14:08:46.021018
-0.0467008283338412,0.1410525527345503,0.9889,2025-11-23T14:08:46.023264
0.13087217693948203,-0.07310802488865954,0.9887,2025-11-23T14:08:46.024798
-0.1471627847667852,-0.034797482375665635,0.9885,2025-11-23T14:08:46.026286
0.08573959662355937,0.12614210863478303,0.9883,2025-11-23T14:08:46.027607
0.022172063477976806,-0.152206404599572,0.9881,2025-11-23T14:08:46.029593
-0.12015409127021864,0.09806418485373733,0.9879,2025-11-23T14:08:46.031051
0.15610585812878672,0.00892586454496575,0.9877,2025-11-23T14:08:46.032583
-0.10995597361484223,-0.11293110229875573,0.9875,2025-11-23T14:08:46.033876
0.004832208025250373,0.15879345000849623,0.9873,2025-11-23T14:08:46.035633
0.10450840351149616,-0.1212913170654781,0.9871,2025-11-23T14:08:46.037041
-0.16021204688821963,0.018986575043617504,0.9869,2025-11-23T14:08:46.038584
0.1319498955657148,0.09493331902023079,0.9867,2025-11-23T14:08:46.039860
-0.033415990724512325,-0.16031569344234275,0.9865,2025-11-23T14:08:46.041605
-0.08426490585955002,0.14181585116086728,0.9863,2025-11-23T14:08:46.042999
0.1590701348373376,-0.047994605976414584,0.9861,2025-11-23T14:08:46.044430
-0.15077889214723955,-0.07257351915713542,0.9859,2025-11-23T14:08:46.045707
0.06259307984715072,0.15645324015579917,0.9857,2025-11-23T14:08:46.047434
0.05994027480996593,-0.15873535666544386,0.9855,2025-11-23T14:08:46.049249
-0.15245532220134128,0.07707972971206699,0.9853,2025-11-23T14:08:46.050642
0.16558922561366637,0.04645641355793995,0.9851,2025-11-23T14:08:46.052081
-0.09132171040530515,-0.1470793500415663,0.9849,2025-11-23T14:08:46.053344
-0.03222257126003198,0.17125307559688416,0.9847,2025-11-23T14:08:46.055086
0.14034105160312227,-0.10518621219023763,0.9845,2025-11-23T14:08:46.056559
-0.17564896312686706,-0.017347961046087764,0.9843,2025-11-23T14:08:46.058021
0.11854166724836321,0.13226890460716145,0.9841,2025-11-23T14:08:46.059322
0.0019494738329224731,-0.17870923185939433,0.9839,2025-11-23T14:08:46.061054
-0.12290401511974047,0.13125895423721215,0.9837,2025-11-23T14:08:46.062441
0.18037723529542748,-0.013849295548074009,0.9835,2025-11-23T14:08:46.063873
-0.14321259043024437,-0.11229988398150365,0.9833,2025-11-23T14:08:46.065148
0.02991908866992543,0.18060796807771576,0.9831,2025-11-23T14:08:46.066888
0.10052206236893958,-0.15428190100298553,0.9829,2025-11-23T14:08:46.068302
-0.1793685997782283,0.046126081706532616,0.9827,2025-11-23T14:08:46.069710
0.1643521551722152,0.08764769871621288,0.9825,2025-11-23T14:08:46.070960
-0.062333032385240614,-0.17663890588899334,0.9823,2025-11-23T14:08:46.072164
-0.07376498018583078,0.1733156591257237,0.9821,2025-11-23T14:08:46.073916
0.17241159159304303,-0.07840046609780928,0.9819,2025-11-23T14:08:46.075473
-0.18107279599852813,-0.05897247280956926,0.9817,2025-11-23T14:08:46.076779
0.09418789117900446,0.16669250479626233,0.9815,2025-11-23T14:08:46.078018
0.04337836532158335,-0.18753300355411406,0.9813,2025-11-23T14:08:46.079771
-0.15950073583778426,0.10955503305282428,0.9811,2025-11-23T14:08:46.081151
0.1926156807137977,0.02709962256490572,0.9809,2025-11-23T14:08:46.082690
-0.12436307672545581,-0.15086860225831736,0.9807000000000001,2025-11-23T14:08:46.083940
-0.010261055164628195,0.19625101463918188,0.9805,2025-11-23T14:08:46.085654
0.1408415179851926,-0.13847590697167061,0.9803,2025-11-23T14:08:46.087014
-0.1983807207077239,0.0070056870815148695,0.9801,2025-11-23T14:08:46.088410
0.15176133552114332,0.129477747280523,0.9799,2025-11-23T14:08:46.089688
-0.024563189948116803,-0.19895868842443826,0.9797,2025-11-23T14:08:46.091395
-0.11684804478844249,0.16409230460054508,0.9795,2025-11-23T14:08:46.092753
0.19795152707790398,-0.042269408885456924,0.9793,2025-11-23T14:08:46.094166
-0.17534805632904008,-0.10303518399861206,0.9791,2025-11-23T14:08:46.095409
0.05997885314695136,0.19533900576990879,0.9789,2025-11-23T14:08:46.096626
0.08813337740948583,-0.1854152576957924,0.9787,2025-11-23T14:08:46.098323
-0.19111438331842953,0.07754381012573666,0.9785,2025-11-23T14:08:46.099710
0.1941890711679721,0.07224759261678122,0.9783,2025-11-23T14:08:46.100977
-0.0948155996862723,-0.18528462444610083,0.9781,2025-11-23T14:08:46.102187
-0.055492769463810154,0.20157416138294224,0.9779,2025-11-23T14:08:46.103911
0.17787049961318796,-0.11164584796289953,0.9777,2025-11-23T14:08:46.105373
-0.2074856288671739,-0.037992944260655866,0.9775,2025-11-23T14:08:46.106641
0.12788776987014777,0.16890656682805505,0.9773,2025-11-23T14:08:46.107922
0.01988028790417523,-0.21184986229131036,0.9771,2025-11-23T14:08:46.109637
-0.15844103475996554,0.14339744943405167,0.9769,2025-11-23T14:08:46.110964
0.21460530141280187,0.0012940655008265708,0.9767,2025-11-23T14:08:46.112357
-0.15803510700762508,-0.14653550748227687,0.9765,2025-11-23T14:08:46.113634
0.017620474195636653,0.21570310356858802,0.9763,2025-11-23T14:08:46.115417
0.13326461217818866,-0.17166634248156226,0.9761,2025-11-23T14:08:46.116772
-0.2151077073550292,0.03671327057704247,0.9759,2025-11-23T14:08:46.118154
0.18416334373950966,0.11871551214008724,0.9757,2025-11-23T14:08:46.119402
-0.055830674678112355,-0.21279728796435993,0.9755,2025-11-23T14:08:46.120631
-0.10298730837645896,0.1954060498382075,0.9753000000000001,2025-11-23T14:08:46.121907
0.2087640995295998,-0.07481671435979674,0.9751,2025-11-23T14:08:46.123305
-0.20528325871235545,-0.08619033410096615,0.9749,2025-11-23T14:08:46.124550
0.09351439074776154,0.20301470075606579,0.9747,2025-11-23T14:08:46.125807
0.06844534730770305,-0.21369366961126351,0.9745,2025-11-23T14:08:46.127471
-0.1955700610794785,0.11176699517017166,0.9742999999999999,2025-11-23T14:08:46.128999
0.22054685096615784,0.049882627526138014,0.9741,2025-11-23T14:08:46.130298
-0.1294194356012454,-0.18646554558055792,0.9739,2025-11-23T14:08:46.131600
-0.030640983693509094,0.2257641249585374,0.9737,2025-11-23T14:08:46.133284
0.1757507778957808,-0.1463195614708705,0.9735,2025-11-23T14:08:46.134618
-0.2292793607083812,-0.010866680871172417,0.9733,2025-11-23T14:08:46.136001
0.16231947564695784,0.16348938138514296,0.9731,2025-11-23T14:08:46.137305
-0.009287705739391658,-0.23103966871967785,0.9729,2025-11-23T14:08:46.139085
-0.1497585998416622,0.17727682243729684,0.9727,2025-11-23T14:08:46.140430
0.2310059900049963,-0.029664500363422316,0.9725,2025-11-23T14:08:46.141819
-0.19105604059040254,-0.13464880004633667,0.9723,2025-11-23T14:08:46.143079
0.05010219009614141,0.22915357415403798,0.9721,2025-11-23T14:08:46.144320
0.11826285947646636,-0.20352957050131462,0.9719,2025-11-23T14:08:46.145576
-0.2254723415064119,0.07043673200550946,0.9717,2025-11-23T14:08:46.146955
0.21457900514521092,0.10071544345775123,0.9715,2025-11-23T14:08:46.148269
-0.09050289324861563,-0.21996712552931535,0.9713,2025-11-23T14:08:46.149537
-0.08213217700171144,0.22409617466828746,0.9711,2025-11-23T14:08:46.151238
0.2126577924784772,-0.11013561321471349,0.9709,2025-11-23T14:08:46.152644
-0.23198415505760073,-0.06264871748257142,0.9707,2025-11-23T14:08:46.153934
0.12917137645539842,0.20357923642802497,0.9705,2025-11-23T14:08:46.155185
0.042409735174306976,-0.23815819188607615,0.9703,2025-11-23T14:08:46.156866
-0.19278124878323086,0.1474495850030719,0.9701,2025-11-23T14:08:46.158293
0.2425465307816615,0.021567809480347564,0.9699,2025-11-23T14:08:46.159529
-0.1648139186129938,-0.1803282624311271,0.9697,2025-11-23T14:08:46.160797
-0.0002822494403755415,0.24509114699485446,0.9695,2025-11-23T14:08:46.162517
0.1662989717294021,-0.1811136714931908,0.9693,2025-11-23T14:08:46.163863
-0.2457483672315759,0.02128215221763497,0.9691,2025-11-23T14:08:46.165229
0.1962050542106306,0.1507858305750363,0.9689,2025-11-23T14:08:46.166509
-0.04295642160121723,-0.24448937777175203,0.9687,2025-11-23T14:08:46.167792
-0.13389443182139416,0.20995244968141233,0.9685,2025-11-23T14:08:46.169077
0.24130061380157747,-0.06456875234183994,0.9683,2025-11-23T14:08:46.170445
-0.22222961246399509,-0.11574277231906373,0.9681,2025-11-23T14:08:46.171683
0.08594588958792268,0.23618402584201295,0.9679,2025-11-23T14:08:46.172932
0.09646040883196444,-0.2329208009774358,0.9677,2025-11-23T14:08:46.174647
-0.2291572201496058,0.10691453808208234,0.9675,2025-11-23T14:08:46.176056
0.24192183275802595,0.07618751101721088,0.9673,2025-11-23T14:08:46.177313
-0.12730278283127688,-0.22025347099061307,0.9671,2025-11-23T14:08:46.178628
-0.05507381855021022,0.2491410534422189,0.9669,2025-11-23T14:08:46.180323
0.20952160373715165,-0.14694151070208847,0.9667,2025-11-23T14:08:46.181807
-0.25450021081988256,-0.03327751031305224,0.9665,2025-11-23T14:08:46.183062
0.16566582119241163,0.19702574879604903,0.9663,2025-11-23T14:08:46.184361
0.010963994342184527,-0.25793522603177843,0.9661,2025-11-23T14:08:46.186058
-0.182844967448587,0.18331641464616638,0.9659,2025-11-23T14:08:46.187417
0.25939685478508423,-0.011695372059320785,0.9657,2025-11-23T14:08:46.188810
-0.1997409462895542,-0.16707275174412306,0.9655,2025-11-23T14:08:46.190074
0.03452462200405446,0.25885123232365936,0.9653,2025-11-23T14:08:46.191371
0.14981640164284546,-0.21479533467650017,0.9651,2025-11-23T14:08:46.192659
-0.256280296808748,0.05734456789984635,0.9649,2025-11-23T14:08:46.194015
0.2283450134342594,0.13119628363527647,0.9647,2025-11-23T14:08:46.195252
-0.07997422845669191,-0.25168208673395254,0.9645,2025-11-23T14:08:46.196529
-0.11134497606867579,0.24026611559740568,0.9643,2025-11-23T14:08:46.198229
0.24507090900763637,-0.10223228236800201,0.9641,2025-11-23T14:08:46.199619
-0.25044658030546435,-0.0904063073756397,0.9639,2025-11-23T14:08:46.200886
0.12393853692071424,0.23647737537860308,0.9637,2025-11-23T14:08:46.202155
0.06853429432016984,-0.2587871722130683,0.9635,2025-11-23T14:08:46.203860
-0.22594830594785859,0.14491539959332414,0.9633,2025-11-23T14:08:46.205273
0.2652024046180369,0.045891988242079025,0.9631,2025-11-23T14:08:46.206533
-0.16498934059955794,-0.21354649959323405,0.9629,2025-11-23T14:08:46.207818
-0.02265023808674139,0.2696213580460827,0.9627,2025-11-23T14:08:46.209488
0.1993503722238545,-0.18399233433545706,0.9625,2025-11-23T14:08:46.210805
-0.2719883868365997,0.001013620256354544,0.9623,2025-11-23T14:08:46.212034
0.2017632677838664,0.18345346487100184,0.9621,2025-11-23T14:08:46.213271
-0.024917138117442707,-0.2722637071444454,0.9619,2025-11-23T14:08:46.214629
-0.16596382470082544,0.21814930412603584,0.9617,2025-11-23T14:08:46.215903
0.2704238607025205,-0.04887418094192218,0.9615,2025-11-23T14:08:46.217271
-0.23300719010370757,-0.14700326309294837,0.9613,2025-11-23T14:08:46.218520
0.07269639664581234,0.2664620496707079,0.9611,2025-11-23T14:08:46.219819
0.12670649596146857,-0.24620449606204678,0.9609,2025-11-23T14:08:46.221084
-0.26038833892129326,0.09619471375189872,0.9607,2025-11-23T14:08:46.222451
0.2576207780859231,0.10522017248799553,0.9605,2025-11-23T14:08:46.223715
-0.11918085730990606,-0.2522297231709136,0.9603,2025-11-23T14:08:46.224952
-0.08270179938750645,0.2671486522108407,0.9601,2025-11-23T14:08:46.226623
